behavior,best_valid_result.mrr@10,best_valid_result.mrr@20,best_valid_result.ndcg@10,best_valid_result.ndcg@20,best_valid_result.recall@10,best_valid_result.recall@20,best_valid_score,config_snapshot.coupling_mode,config_snapshot.dropout_prob,config_snapshot.eval_batch_size,config_snapshot.hidden_size,config_snapshot.hnn_residual_init,config_snapshot.kernel_size,config_snapshot.learning_rate,config_snapshot.loss_type,config_snapshot.num_heads,config_snapshot.num_layers,config_snapshot.train_batch_size,dataset,fit_sec,hyperparameters.learning_rate,model,performance.inference_latency.avg_latency_ms,performance.inference_latency.note,performance.inference_latency.samples_tested,performance.memory.allocated_gb,performance.memory.allocated_mb,performance.memory.max_allocated_mb,performance.memory.reserved_gb,performance.memory.reserved_mb,performance.parameters.total_params,performance.parameters.total_params_m,performance.parameters.total_params_mb,performance.parameters.trainable_params,run_idx,stage,target_behavior_token,test_result.mrr@10,test_result.mrr@20,test_result.ndcg@10,test_result.ndcg@20,test_result.recall@10,test_result.recall@20,test_sec,total_runs,valid_metric_bigger
purchase,0.0514,0.0566,0.0761,0.0952,0.1579,0.2338,0.1579,causal,0.5,256,50,-5.0,3,0.001,CE,1,1,128,ampl_jd_purchase,11614.145419120789,0.001,CoupledHSR,0.10084886761272654,Quick test with limited samples,6,0.02643585205078125,27.0703125,27.0703125,0.24609375,252.0,696951,0.696951,2.6586570739746094,696951,1,tune,4,0.0438,0.0481,0.0635,0.0789,0.1295,0.1897,0.15912604331970215,2,True
purchase,0.0527,0.0578,0.0776,0.0959,0.1602,0.2323,0.1602,causal,0.5,256,50,-5.0,3,0.0005,CE,1,1,128,ampl_jd_purchase,25686.67507839203,0.0005,CoupledHSR,0.05012536969254999,Quick test with limited samples,6,0.027359962463378906,28.0166015625,28.0166015625,0.24609375,252.0,696951,0.696951,2.6586570739746094,696951,2,tune,4,0.0383,0.0431,0.0566,0.0743,0.118,0.1881,0.16799545288085938,2,True
