behavior,best_valid_result.mrr@10,best_valid_result.mrr@20,best_valid_result.ndcg@10,best_valid_result.ndcg@20,best_valid_result.recall@10,best_valid_result.recall@20,best_valid_score,config_snapshot.coupling_mode,config_snapshot.dropout_prob,config_snapshot.eval_batch_size,config_snapshot.hidden_size,config_snapshot.hnn_residual_init,config_snapshot.kernel_size,config_snapshot.learning_rate,config_snapshot.loss_type,config_snapshot.num_heads,config_snapshot.num_layers,config_snapshot.train_batch_size,dataset,fit_sec,hyperparameters.learning_rate,model,performance.inference_latency.avg_latency_ms,performance.inference_latency.note,performance.inference_latency.samples_tested,performance.memory.allocated_gb,performance.memory.allocated_mb,performance.memory.max_allocated_mb,performance.memory.reserved_gb,performance.memory.reserved_mb,performance.parameters.total_params,performance.parameters.total_params_m,performance.parameters.total_params_mb,performance.parameters.trainable_params,run_idx,stage,target_behavior_token,test_result.mrr@10,test_result.mrr@20,test_result.ndcg@10,test_result.ndcg@20,test_result.recall@10,test_result.recall@20,test_sec,total_runs,valid_metric_bigger
purchase,0.0423,0.0466,0.0643,0.0802,0.1388,0.2024,0.1388,,0.5,256,50,,,0.001,BCE,1,1,128,ampl_jd_purchase,27874.81692647934,0.001,AMPL,0.07806055466918384,Quick test with limited samples,6,0.02801513671875,28.6875,28.6875,0.23828125,244.0,744450,0.74445,2.8398513793945312,744450,1,tune,4,0.0408,0.0444,0.0533,0.0668,0.0948,0.1488,0.18494772911071777,2,True
purchase,0.0353,0.0391,0.0532,0.0674,0.1138,0.1706,0.1138,,0.5,256,50,,,0.0005,BCE,1,1,128,ampl_jd_purchase,10132.808215141296,0.0005,AMPL,0.08371195701115271,Quick test with limited samples,6,0.02801513671875,28.6875,28.6875,0.23828125,244.0,744450,0.74445,2.8398513793945312,744450,2,tune,4,0.0357,0.0386,0.0471,0.0579,0.0856,0.1288,0.09880924224853516,2,True
